<TICKER>        <NAME>
SPXX.US         NUVEEN S&P 500 DYNAMIC OVERWRITE FUND
SPYI.US         NEOS S&P 500 HIGH INCOME ETF
SQ.US           BLOCK
SQM.US          SOCIEDAD QUIMICA Y MINERA DE CHILE
SQNS.US         SEQUANS COMMUNICATIONS
SQSP.US         SQUARESPACE
SQZB.US         SQZ BIOTECHNOLOGIES
SR.US           SPIRE
SRC.US          SPIRIT REALTY CAPITAL
SRC_A.US        Spirit Realty Capital
SRE.US          SEMPRA ENERGY
SREA.US         Sempra
SRFM.US         Surf Air Mobility
SRG.US          SERITAGE GROWTH PROPERTIES
SRG_A.US        Seritage Growth Properties
SRHQ.US         SRH US QUALITY ETF
SRI.US          STONERIDGE
SRL.US          SCULLY ROYALTY
SROI.US         CALAMOS ANTETOKOUNMPO GLOBAL SUSTAINABLE EQUITIES ETF
SRT.US          STARTEK
SRV.US          NXG CUSHING MIDSTREAM ENERGY FUND
SR_A.US         Spire
SSD.US          SIMPSON MANUFACTURING
SSL.US          SASOL
SST-WS.US       SYSTEM1
SST.US          SYSTEM1
SSTK.US         SHUTTERSTOCK
SSU-WS.US       SIGNA SPORTS UNITED
SSU.US          SIGNA SPORTS UNITED
SSXU.US         DAY HAGAN/NED DAVIS RESEARCH SMART SECTOR INT ETF
ST.US           SENSATA TECHNOLOGIES HOLDING
STAG.US         STAG INDUSTRIAL
STC.US          STEWART INFORMATION SERVICES
STCE.US         SCHWAB CRYPTO THEMATIC ETF
STE.US          STERIS
STEL.US         STELLAR BANCORP
STEM.US         STEM
STET.US         ST ENERGY TRANSITION I
STEW.US         SRH TR FUND
STG.US          SUNLANDS TECHNOLOGY GROUP
STGF.US         MERK STAGFLATION ETF
STK.US          COLUMBIA SELIGMAN PREMIUM TECHNOLOGY GROWTH FUND
STLA.US         STELLANTIS
STM.US          STMICROELECTRONICS
STN.US          STANTEC
STNG.US         SCORPIO TANKERS
STR.US          SITIO ROYALTIES
STRV.US         STRIVE 500 ETF
STT.US          STATE STREET
STT_D.US        State Street Corp
STT_G.US        State Street Corp
STVN.US         STEVANATO GROUP SPA
STWD.US         STARWOOD PROPERTY TRUST
STXE.US         STRIVE EMERGING MARKETS EX-CHINA ETF
STZ.US          CONSTELLATION BRANDS
SU.US           SUNCOR ENERGY
SUAC-U.US       SHOULDERUP TECHNOLOGY ACQUISITION
SUAC-WS.US      SHOULDERUP TECHNOLOGY ACQUISITION
SUAC.US         SHOULDERUP TECHNOLOGY ACQUISITION
SUI.US          SUN COMMUNITIES
SUM.US          SUMMIT MATERIALS
SUN.US          SUNOCO
SUNL-WS.US      SUNLIGHT FINANCIAL HOLDINGS
SUNL.US         SUNLIGHT FINANCIAL HOLDINGS
SUP.US          SUPERIOR INDUSTRIES INT
SUPL.US         PROSHARES SUPPLY CHAIN LOGISTICS ETF
SUPP.US         ENGINE NO 1 TRANSFORM SUPPLY CHAIN ETF
SUPV.US         GRUPO SUPERVIELLE
SURE.US         ADVISORSHARES INSIDER ADVANTAGE ETF
SURI.US         SIMPLIFY PROPEL OPPORTUNITIES ETF
SUZ.US          SUZANO
SVV.US          SAVERS VALUE VILLAGE
SWI.US          SOLARWINDS
SWK.US          STANLEY BLACK & DECKER
SWN.US          SOUTHWESTERN ENERGY
SWX.US          SOUTHWEST GAS HOLDINGS
SWZ.US          SWISS HELVETIA FUND
SXC.US          SUNCOKE ENERGY
SXI.US          STANDEX INT
SXT.US          SENSIENT TECHNOLOGIES
SYF.US          SYNCHRONY FINANCIAL
SYF_A.US        Synchrony Financial
SYII.US         SYNTAX STRATIFIED TOTAL MARKET II ETF
SYK.US          STRYKER
SYNB.US         PUTNAM BIOREVOLUTION ETF
SYY.US          SYSCO
T.US            AT&T
TAC.US          TRANSALTA
TAFI.US         AB TAX AWARE SHORT DURATION MUNICIPAL ETF
TAK.US          TAKEDA PHARMACEUTICAL
TAL.US          TAL EDUCATION GROUP
TALO.US         TALOS ENERGY
TAP-A.US        MOLSON COORS BEVERAGE
TAP.US          MOLSON COORS BEVERAGE
TARO.US         TARO PHARMACEUTICAL INDUSTRIES
TBB.US          AT&T
TBC.US          AT&T
TBI.US          TRUEBLUE
TCAF.US         T Rowe Price Capital Appreciat
TCI.US          TRANSCONTINENTAL REALTY INVESTORS
TCN.US          TRICON RESIDENTIAL
TCOA-U.US       TRAJECTORY ALPHA ACQUISITION
TCOA-WS.US      TRAJECTORY ALPHA ACQUISITION
TCOA.US         TRAJECTORY ALPHA ACQUISITION
TCS.US          CONTAINER STORE GROUP
TD.US           TORONTO-DOMINION BANK
TDC.US          TERADATA
TDCX.US         TDCX
TDF.US          TEMPLETON DRAGON FUND
TDG.US          TRANSDIGM GROUP
TDOC.US         TELADOC HEALTH
TDS.US          TELEPHONE AND DATA SYSTEMS
TDS_U.US        Telephone & Data Systems
TDS_V.US        Telephone and Data Systems
TDW-WS-A.US     TIDEWATER
TDW-WS-B.US     TIDEWATER
TDW.US          TIDEWATER
TDY.US          TELEDYNE TECHNOLOGIES
TEAF.US         ECOFIN SUSTAINABLE AND SOCIAL
TECK.US         TECK RESOURCES
TEF.US          TELEFONICA
TEI.US          TEMPLETON EMERGING MARKETS INCOME FUND
TEL.US          TE CONNECTIVITY
TEO.US          TELECOM ARGENTINA
TEVA.US         TEVA PHARMACEUTICAL INDUSTRIES
TEX.US          TEREX
TFC.US          TRUIST FINANCIAL
TFC_I.US        Truist Financial Corp
TFC_O.US        Truist Financial Corp
TFC_R.US        Truist Financial Corp
TFII.US         TFI INT
TFLR.US         T ROWE PRICE FLOATING RATE ETF
TFPM.US         TRIPLE FLAG PRECIOUS METALS
TFPN.US         Blueprint Chesapeake Multi-Ass
TFSA.US         Terra Income Fund 6 LLC
TFX.US          TELEFLEX
TG.US           TREDEGAR
TGH.US          TEXTAINER GROUP HOLDINGS
TGH_A.US        Textainer Group Holdings Limit
TGH_B.US        Textainer Group Holdings Limit
TGI.US          TRIUMPH GROUP
TGLS.US         TECNOGLASS
TGN.US          AXS BRENDAN WOOD TOPGUN ETF
TGNA.US         TEGNA
TGR.US          KIMBELL TIGER ACQUISITION
TGRT.US         T Rowe Price Growth ETF
TGS.US          TRANSPORTADORA DE GAS DEL SUR
TGT.US          TARGET
THC.US          TENET HEALTHCARE
THG.US          HANOVER INSURANCE GROUP
THLV.US         THOR LOW VOLATILITY ETF
THO.US          THOR INDUSTRIES
THQ.US          TEKLA HEALTHCARE OPPORTUNITIES FUND
THR.US          THERMON GROUP HOLDINGS
THS.US          TREEHOUSE FOODS
THW.US          TEKLA WORLD HEALTHCARE FUND
THYF.US         T ROWE PRICE US HIGH YIELD ETF
TILL.US         TEUCRIUM AGRICULTURAL NO K-1 STRATEGY ETF
TIMB.US         TIM SA/BRAZIL
TIME.US         CLOCKWISE CAPITAL INNOVATION ETF
TIPD.US         DIREXION DAILY TIPS BEAR 2X SHARES
TIPL.US         DIREXION DAILY TIPS BULL 2X SHARES
TISI.US         TEAM
TIXT.US         TELUS INT CDA
TJUL.US         Innovator Equity Defined Prote
TJX.US          TJX COS
TK.US           TEEKAY
TKC.US          TURKCELL ILETISIM HIZMETLERI AS
TKR.US          TIMKEN
TLGA-U.US       TLG ACQUISITION ONE
TLK.US          TELKOM INDONESIA PERSERO TBK PT
TLTW.US         ISHARES 20+Y TREASURY BOND BUYWRITE STRATEGY ETF
TLYS.US         TILLY'S
TM.US           TOYOTA MOTOR
TME.US          TENCENT MUSIC ENTERTAINMENT GROUP
TMHC.US         TAYLOR MORRISON HOME
TMO.US          THERMO FISHER SCIENTIFIC
TMSL.US         T Rowe Price Small-Mid Cap ETF
TMST.US         TIMKENSTEEL
TNC.US          TENNANT
TNET.US         TRINET GROUP
TNK.US          TEEKAY TANKERS
TNL.US          TRAVEL + LEISURE
TNP.US          TSAKOS ENERGY NAVIGATION
TNP_D.US        Tsakos Energy Navigation Limit
TNP_E.US        Tsakos Energy Navigation Limit
TNP_F.US        Tsakos Energy Navigation Limit
TOL.US          TOLL BROTHERS
TOLL.US         Tema Monopolies and Oligopolie
TOST.US         TOAST
TOUS.US         T Rowe Price International Equ
TPB.US          TURNING POINT BRANDS
TPC.US          TUTOR PERINI
TPH.US          TRI POINTE HOMES
TPL.US          TEXAS PACIFIC LAND
TPMN.US         TIMOTHY PLAN MARKET NEUTRAL ETF
TPR.US          TAPESTRY
TPTA.US         Terra Property Trust
TPVG.US         TRIPLEPOINT VENTURE GROWTH BDC
TPX.US          TEMPUR SEALY INT
TPZ.US          TORTOISE POWER AND ENERGY INFRASTRUCTURE FUND
TR.US           TOOTSIE ROLL INDUSTRIES
TRC.US          TEJON RANCH
TRCA-U.US       TWIN RIDGE CAPITAL ACQUISITION
TRCA-WS.US      TWIN RIDGE CAPITAL ACQUISITION
TRCA.US         TWIN RIDGE CAPITAL ACQUISITION
TREX.US         TREX
TRFK.US         PACER DATA AND DIGITAL REVOLUTION ETF
TRFM.US         AAM TRANSFORMERS ETF
TRGP.US         TARGA RESOURCES
TRI.US          THOMSON REUTERS
TRIS-U.US       TRISTAR ACQUISITION I
TRIS-WS.US      TRISTAR ACQUISITION I
TRIS.US         TRISTAR ACQUISITION I
TRN.US          TRINITY INDUSTRIES
TRNO.US         TERRENO REALTY
TROX.US         TRONOX HOLDINGS
TRP.US          TC ENERGY
TRTL-U.US       TORTOISEECOFIN ACQUISITION III
TRTL-WS.US      TORTOISEECOFIN ACQUISITION III
TRTL.US         TORTOISEECOFIN ACQUISITION III
TRTN.US         TRITON INT
TRTN_A.US       Triton International Limited
TRTN_B.US       Triton International Limited
TRTN_C.US       Triton International Limited
TRTN_D.US       Triton International Limited
TRTN_E.US       Triton International Limited
TRTX.US         TPG RE FINANCE TRUST
TRTX_C.US       TPG RE Finance Trust
TRU.US          TRANSUNION
TRV.US          TRAVELERS COS
TS.US           TENARIS
TSE.US          TRINSEO
TSEC.US         Touchstone Securitized Income 
TSI.US          TCW STRATEGIC INCOME FUND
TSLH.US         INNOVATOR HEDGED TSLA ETF
TSLX.US         SIXTH STREET SPECIALTY LENDING
TSLY.US         YIELDMAX TSLA OPTION INCOME ETF
TSM.US          TAIWAN SEMICONDUCTOR MANUFACTURING
TSME.US         THRIVENT SMALL-MID CAP ESG ETF
TSN.US          TYSON FOODS
TSQ.US          TOWNSQUARE MEDIA
TT.US           TRANE TECHNOLOGIES
TTC.US          TORO
TTE.US          TOTALENERGIES SE
TTI.US          TETRA TECHNOLOGIES
TTP.US          TORTOISE PIPELINE & ENERGY FUND
TU.US           TELUS
TUA.US          SIMPLIFY SHORT TERM TREASURY FUTURES STRATEGY ETF
TUNE.US         Clouty Tune ETF
TUP.US          TUPPERWARE BRANDS
TUSI.US         TOUCHSTONE ULTRA SHORT INCOME ETF
TUYA.US         TUYA
TV.US           GRUPO TELEVISA SAB
TVAL.US         T Rowe Price Value ETF
TVC.US          Tennessee Valley Authority Pow
TVE.US          Tennessee Valley Authority Pow
TWI.US          TITAN INT
TWLO.US         TWILIO
TWN.US          TAIWAN FUND INC/THE/MD
TWO.US          TWO HARBORS INVESTMENT
TWOA.US         TWO/CA
TWO_A.US        Two Harbors Investment Corp
TWO_B.US        Two Harbors Investment Corp
TWO_C.US        Two Harbors Investment Corp
TX.US           TERNIUM
TXO.US          TXO PARTNERS
TXS.US          Texas Capital Texas Equity Ind
TXT.US          TEXTRON
TY.US           TRI-CONTINENTAL
TYG.US          TORTOISE ENERGY INFRASTRUCTURE
TYL.US          TYLER TECHNOLOGIES
TYLG.US         GLOBAL X INFORMATION TECHNOLOGY COVERED CALL & GROWTH ETF
TY_.US          Tri-Continental Corp
T_A.US          AT&T
T_C.US          AT&T
U.US            UNITY SOFTWARE
UA.US           UNDER ARMOUR
UAA.US          UNDER ARMOUR
UAN.US          CVR PARTNERS
UAV.US          ADVISORSHARES DRONE TECH ETF
UBA.US          URSTADT BIDDLE PROPERTIES
UBER.US         UBER TECHNOLOGIES
UBP.US          URSTADT BIDDLE PROPERTIES
UBP_H.US        Urstadt Biddle Properties
UBP_K.US        Urstadt Biddle Properties
UBS.US          UBS GROUP
UDI.US          USCF DIVIDEND INCOME FUND
UDIV.US         FRANKLIN US CORE DIVIDEND TILT ETF
UDR.US          UDR
UE.US           URBAN EDGE PROPERTIES
UFI.US          UNIFI
UGI.US          UGI
UGIC.US         UGI Corp
UGP.US          ULTRAPAR PARTICIPACOES
UHAL-B.US       U-HAUL HOLDING
UHAL.US         U-HAUL HOLDING
UHS.US          UNIVERSAL HEALTH SERVICES
UHT.US          UNIVERSAL HEALTH REALTY INCOME TRUST
UI.US           UBIQUITI
UIS.US          UNISYS
UL.US           UNILEVER
UMC.US          UNITED MICROELECTRONICS
UMH.US          UMH PROPERTIES
UMH_D.US        UMH Properties
UNF.US          UNIFIRST CORP/MA
UNFI.US         UNITED NATURAL FOODS
UNH.US          UNITEDHEALTH GROUP
UNM.US          UNUM GROUP
UNMA.US         Unum Group
UNP.US          UNION PACIFIC
UNVR.US         UNIVAR SOLUTIONS
UP.US           WHEELS UP EXPERIENCE
UPH-WS.US       UPHEALTH
UPH.US          UPHEALTH
UPS.US          UNITED PARCEL SERVICE
URI.US          UNITED RENTALS
USA.US          LIBERTY ALL-STAR EQUITY FUND
USAC.US         USA COMPRESSION PARTNERS
USB.US          US BANCORP
USB_A.US        US Bancorp
USB_H.US        US Bancorp
USB_P.US        US Bancorp
USB_Q.US        US Bancorp
USB_R.US        US Bancorp
USB_S.US        US Bancorp
USCA.US         XTRACKERS MSCI USA CLIMATE ACTION EQUITY ETF
USDP.US         USD PARTNERS
USE.US          USCF Energy Commodity Strategy
USFD.US         US FOODS HOLDING
USM.US          UNITED STATES CELLULAR
USNA.US         USANA HEALTH SCIENCES
USNZ.US         XTRACKERS NET ZERO PATHWAY PARIS ALIGNED US EQUITY ETF
USPH.US         US PHYSICAL THERAPY
USPX.US         FRANKLIN US EQUITY ETF
USX.US          US XPRESS ENTERPRISES
UTF.US          COHEN & STEERS INFRASTRUCTURE FUND
UTI.US          UNIVERSAL TECHNICAL INSTITUTE
UTL.US          UNITIL
UTZ.US          UTZ BRANDS
UVE.US          UNIVERSAL INSURANCE HOLDINGS
UVV.US          UNIVERSAL CORP/VA
UWMC-WS.US      UWM HOLDINGS
UWMC.US         UWM HOLDINGS
UYLD.US         ANGEL OAK ULTRASHORT INCOME ETF
UZD.US          United States Cellular Corp
UZE.US          United States Cellular Corp
UZF.US          United States Cellular Corp
V.US            VISA
VAC.US          MARRIOTT VACATIONS WORLDWIDE
VAL-WS.US       VALARIS
VAL.US          VALARIS
VALE.US         VALE
VAPO.US         VAPOTHERM
VATE.US         INNOVATE
VBF.US          INVESCO BOND FUND
VCIF.US         VERTICAL CAPITAL INCOME FUND
VCV.US          INVESCO CALIFORNIA VALUE MUNICIPAL INCOME TRUST
VCXB.US         10X CAPITAL VENTURE ACQUISITION III
VEEV.US         VEEVA SYSTEMS
VEL.US          VELOCITY FINANCIAL
VEMY.US         VIRTUS STONE HARBOR EMERGING MARKETS HIGH YIELD BOND ETF
VET.US          VERMILION ENERGY
VETZ.US         Academy Veteran Impact ETF
VFC.US          VF
VGI.US          VIRTUS GLOBAL MULTI-SECTOR INCOME FUND
VGM.US          INVESCO TRUST FOR INVESTMENT GRADE MUNICIPALS
VGR.US          VECTOR GROUP
VHC.US          VIRNETX HOLDING
VHI.US          VALHI
VIAO.US         VIA OPTRONICS
VICI.US         VICI PROPERTIES
VIPS.US         VIPSHOP HOLDINGS
VIST.US         VISTA ENERGY SAB DE CV
VIV.US          TELEFONICA BRASIL
VKQ.US          INVESCO MUNICIPAL TRUST
VLD.US          VELO3D
VLN-WS.US       VALENS SEMICONDUCTOR
VLN.US          VALENS SEMICONDUCTOR
VLO.US          VALERO ENERGY
VLRS.US         CONTROLADORA VUELA CIA DE AVIACION SAB DE CV
VLT.US          INVESCO HIGH INCOME TRUST II
VMAT.US         V-SHARES MSCI WORLD ESG MATERIALITY AND CARBON TRANSITION ETF
VMC.US          VULCAN MATERIALS
VMI.US          VALMONT INDUSTRIES
VMO.US          INVESCO MUNICIPAL OPPORTUNITY TRUST
VMW.US          VMWARE
VNCE.US         VINCE HOLDING
VNO.US          VORNADO REALTY TRUST
VNO_L.US        VORNADO REALTY TRUST
VNO_M.US        Vornado Realty Trust
VNO_N.US        Vornado Realty Trust
VNO_O.US        Vornado Realty Trust
VNT.US          VONTIER
VNTR.US         VENATOR MATERIALS
VOC.US          VOC ENERGY TRUST
VOYA.US         VOYA FINANCIAL
VOYA_B.US       Voya Financial
VPG.US          VISHAY PRECISION GROUP
VPV.US          INVESCO PENNSYLVANIA VALUE MUNICIPAL INCOME TRUST
VRE.US          VERIS RESIDENTIAL
VRT.US          VERTIV HOLDINGS
VRTV.US         VERITIV
VSCO.US         VICTORIA'S SECRET
VSH.US          VISHAY INTERTECHNOLOGY
VST-WS-A.US     VISTRA
VST.US          VISTRA
VSTO.US         VISTA OUTDOOR
VTES.US         VANGUARD SHORT-TERM TAX-EXEMPT BOND ETF
VTEX.US         VTEX
VTLE.US         VITAL ENERGY
VTMX.US         INMOBILIARIA VESTA SAB DE CV
VTN.US          INVESCO TRUST FOR INVESTMENT GRADE NEW YORK MUNICIPALS
VTOL.US         BRISTOW GROUP
VTR.US          VENTAS
VTS.US          VITESSE ENERGY
VVI.US          VIAD
VVR.US          INVESCO SENIOR INCOME TRUST
VVV.US          VALVOLINE
VVX.US          V2X
VZ.US           VERIZON COMMUNICATIONS
VZIO.US         VIZIO HOLDING
W.US            WAYFAIR
WAB.US          WESTINGHOUSE AIR BRAKE TECHNOLOGIES
WAL.US          WESTERN ALLIANCE BANCORP
WAL_A.US        Western Alliance Bancorporatio
WAT.US          WATERS
WAVC-U.US       WAVERLEY CAPITAL ACQUISITION 1
WAVC-WS.US      WAVERLEY CAPITAL ACQUISITION 1
WAVC.US         WAVERLEY CAPITAL ACQUISITION 1
WBS.US          WEBSTER FINANCIAL
WBS_F.US        Webster Financial Corp
WBS_G.US        Webster Financial Corp
WBX-WS.US       WALLBOX
WBX.US          WALLBOX
WCC.US          WESCO INT
WCC_A.US        WESCO International
WCEO.US         HYPATIA WOMEN CEO ETF
WCN.US          WASTE CONNECTIONS
WD.US           WALKER & DUNLOP
WDH.US          WATERDROP
WDI.US          WESTERN ASSET DIVERSIFIED INCOME FUND
WDS.US          WOODSIDE ENERGY GROUP
WE-WS.US        WEWORK
WE.US           WEWORK
WEA.US          WESTERN ASSET PREMIER BOND FUND
WEAV.US         WEAVE COMMUNICATIONS
WEC.US          WEC ENERGY GROUP
WEL-WS.US       INTEGRATED WELLNESS ACQUISITION
WEL.US          INTEGRATED WELLNESS ACQUISITION
WELL.US         WELLTOWER
WES.US          WESTERN MIDSTREAM PARTNERS
WEX.US          WEX
WF.US           WOORI FINANCIAL GROUP
WFC.US          WELLS FARGO
WFC_A.US        Wells Fargo & Company
WFC_C.US        Wells Fargo & Company
WFC_D.US        Wells Fargo & Company
WFC_L.US        Wells Fargo
WFC_Q.US        Wells Fargo & Co
WFC_R.US        Wells Fargo & Company
WFC_Y.US        Wells Fargo & Company
WFC_Z.US        Wells Fargo & Company
WFG.US          WEST FRASER TIMBER
WGO.US          WINNEBAGO INDUSTRIES
WH.US           WYNDHAM HOTELS & RESORTS
WHD.US          CACTUS
WHG.US          WESTWOOD HOLDINGS GROUP
WHR.US          WHIRLPOOL
WIA.US          WESTERN ASSET INFLATION LINKED SECURITIES & INCOME FUND
WIT.US          WIPRO
WIW.US          WESTERN ASSET INFLATION-LINKED OPPORTUNITIES & INCOME FUND
WK.US           WORKIVA
WKC.US          WORLD KINECT
WLK.US          WESTLAKE
WLKP.US         WESTLAKE CHEMICAL PARTNERS
WLY.US          JOHN WILEY & SONS
WLYB.US         JOHN WILEY & SONS
WM.US           WASTE MANAGEMENT
WMB.US          WILLIAMS COS
WMC.US          WESTERN ASSET MORTGAGE CAPITAL
WMK.US          WEIS MARKETS
WMS.US          ADVANCED DRAINAGE SYSTEMS
WMT.US          WALMART
WNC.US          WABASH NATIONAL
WNNR-U.US       ANDRETTI ACQUISITION
WNNR-WS.US      ANDRETTI ACQUISITION
WNNR.US         ANDRETTI ACQUISITION
WNS.US          WNS HOLDINGS
WOLF.US         WOLFSPEED
WOR.US          WORTHINGTON INDUSTRIES
WOW.US          WIDEOPENWEST
WPC.US          WP CAREY
WPM.US          WHEATON PRECIOUS METALS
WPP.US          WPP
WRB.US          W R BERKLEY
WRBY.US         WARBY PARKER
WRB_E.US        WR Berkley Corp
WRB_F.US        WR Berkley Corp
WRB_G.US        WR Berkley Corp
WRB_H.US        WR Berkley Corp
WRK.US          WESTROCK
WSM.US          WILLIAMS-SONOMA
WSO-B.US        WATSCO
WSO.US          WATSCO
WSR.US          WHITESTONE REIT
WST.US          WEST PHARMACEUTICAL SERVICES
WT.US           WISDOMTREE
WTI.US          W&T OFFSHORE
WTID.US         MICROSECTORS ENERGY 3X INVERSE LEVERAGED ETN
WTIU.US         MICROSECTORS ENERGY 3X LEVERAGED ETN
WTM.US          WHITE MOUNTAINS INSURANCE GROUP
WTRE.US         WISDOMTREE NEW ECONOMY REAL ES
WTRG.US         ESSENTIAL UTILITIES
WTS.US          WATTS WATER TECHNOLOGIES
WTTR.US         SELECT ENERGY SERVICES
WU.US           WESTERN UNION
WUCT.US         ETRACS WHITNEY US CRITICAL TECHNOLOGIES INDEX ETN
WWE.US          WORLD WRESTLING ENTERTAINMENT
WWW.US          WOLVERINE WORLD WIDE
WY.US           WEYERHAEUSER
X.US            UNITED STATES STEEL
XB.US           BONDBLOXX B-RATED USD HIGH YIELD CORPORATE BOND ETF
XBB.US          BONDBLOXX BB-RATED USD HIGH YIELD CORPORATE BOND ETF
XC.US           WISDOMTREE TRUST-WISDOMTREE EMERGING MARKETS EX-CHINA FUND
XCCC.US         BONDBLOXX CCC-RATED USD HIGH YIELD CORPORATE BOND ETF
XCOR.US         FUNDX ETF
XEMD.US         BONDBLOXX JP MORGAN USD EMERGING MARKETS 1-10Y BOND ETF
XFIV.US         BONDBLOXX BLOOMBERG FIVEY TARGET DURATION US TREASURY ETF
XFLT.US         XAI OCTAGON FLOATING RATE ALTERNATIVE INCOME TERM TRUST
XFLT_A.US       XAI Octagon Floating Rate & Al
XHLF.US         BONDBLOXX BLOOMBERG SIX MONTH TARGET DURATION US TREASURY ETF
XHR.US          XENIA HOTELS & RESORTS
XIN.US          XINYUAN REAL ESTATE
XJUL.US         FT Cboe Vest US Equity Enhance
XMAR.US         FT CBOE VEST US EQUITY ENHANCE & MODERATE BUFFER ETF MARCH
XNAV.US         FUNDX AGGRESSIVE ETF
XOM.US          EXXON MOBIL
XONE.US         BONDBLOXX BLOOMBERG ONEY TARGET DURATION US TREASURY ETF
XPER.US         XPERI
XPEV.US         XPENG
XPO.US          XPO
XPOF.US         XPONENTIAL FITNESS
XPRO.US         EXPRO GROUP HOLDINGS
XSEP.US         FT CBOE VEST US EQUITY ENHANCE & MODERATE BUFFER ETF-SEPTEMBER
XSVN.US         BONDBLOXX BLOOMBERG SEVENY TARGET DURATION US TREASURY ETF
XTEN.US         BONDBLOXX BLOOMBERG TENY TARGET DURATION US TREASURY ETF
XTRE.US         BONDBLOXX BLOOMBERG THREEY TARGET DURATION US TREASURY ETF
XTWO.US         BONDBLOXX BLOOMBERG TWOY TARGET DURATION US TREASURY ETF
XTWY.US         BONDBLOXX BLOOMBERG TWENTYY TARGET DURATION US TREASURY ETF
XUSP.US         INNOVATOR UNCAPPED ACCELERATED US EQUITY ETF
XYF.US          X FINANCIAL
XYL.US          XYLEM INC/NY
XYLE.US         GLOBAL X S&P 500 ESG COVERED CALL ETF
YALA.US         YALLA GROUP
YALL.US         GOD BLESS AMERICA ETF
YEAR.US         AB ULTRA SHORT INCOME ETF
YELP.US         YELP
YETI.US         YETI HOLDINGS
YEXT.US         YEXT
YMM.US          FULL TRUCK ALLIANCE
YOU.US          CLEAR SECURE
YPF.US          YPF
YRD.US          YIREN DIGITAL
YSG.US          YATSEN HOLDING
YUM.US          YUM! BRANDS
YUMC.US         YUM CHINA HOLDINGS
ZBH.US          ZIMMER BIOMET HOLDINGS
ZBZX.US         IEX TEST COMMON STOCK ZXIET
ZEPP.US         ZEPP HEALTH
ZETA.US         ZETA GLOBAL HOLDINGS
ZEV-WS.US       LIGHTNING EMOTORS
ZEV.US          LIGHTNING EMOTORS
ZEXIT.US        TEST NAME CHANGE TICKER
ZGN.US          ERMENEGILDO ZEGNA
ZH.US           ZHIHU
ZIM.US          ZIM INTEGRATED SHIPPING SERVICES
ZIP.US          ZIPRECRUITER
ZIVB.US         1X SHORT VIX MID-TERM FUTURES STRATEGY ETF
ZSB.US          USCF SUSTAINABLE BATTERY METALS STRATEGY FUND
ZSPY.US         ASYMMETRIC SMART ALPHA S&P 500 ETF
ZTAX.US         X-Square Municipal Income Tax 
ZTO.US          ZTO EXPRESS CAYMAN
ZTR.US          VIRTUS TR FUND
ZTS.US          ZOETIS
ZUO.US          ZUORA
ZVIA.US         ZEVIA PBC
ZWS.US          ZURN ELKAY WATER SOLUTIONS
ZXIET.US        IEX TEST COMMON STOCK ZXIET
